age,gender,category,purchase_amount,location,size,season,review_rating,subscription,payment_method,shipping_type,discount_apply,previous_purchase,preffered_payment,freq_purchase,cluster
55,Male,Footwear,97.0,Midwest,S,Winter,3.2,Yes,Bank Transfer,Store Pickup,Yes,44.0,Cash,Every 3 Months,1
45,Male,Outerwear,22.0,Northeast,L,Fall,3.0,Yes,Venmo,2-Day Shipping,Yes,6.0,PayPal,Fortnightly,3
69,Male,Clothing,92.0,Midwest,L,Fall,4.2,Yes,Venmo,2-Day Shipping,Yes,45.0,Debit Card,Fortnightly,1
67,Male,Accessories,84.0,Southeast,L,Fall,4.2,Yes,Venmo,Express,Yes,7.0,Debit Card,Annually,0
30,Male,Accessories,93.0,West,L,Fall,4.4,Yes,Cash,Store Pickup,Yes,11.0,Debit Card,Every 3 Months,0
24,Male,Outerwear,50.0,West,L,Summer,4.2,Yes,Cash,Next Day Air,Yes,41.0,Cash,Every 3 Months,2
62,Male,Accessories,64.0,Northeast,S,Spring,2.8,Yes,Bank Transfer,2-Day Shipping,Yes,24.0,PayPal,Bi-Weekly,0
43,Male,Clothing,61.0,Northeast,L,Spring,3.7,Yes,Cash,Free Shipping,Yes,21.0,Venmo,Weekly,0
35,Male,Accessories,48.0,Southwest,M,Winter,3.5,Yes,Venmo,Next Day Air,Yes,24.0,Bank Transfer,Annually,2
28,Male,Clothing,45.0,West,S,Spring,2.9,Yes,Credit Card,Store Pickup,Yes,8.0,Credit Card,Quarterly,3
32,Male,Accessories,88.0,West,M,Spring,3.0,Yes,Venmo,Free Shipping,Yes,12.0,Cash,Fortnightly,0
39,Male,Footwear,57.0,West,S,Spring,3.7,Yes,Debit Card,Express,Yes,48.0,Debit Card,Fortnightly,2
28,Male,Accessories,68.0,Southeast,XL,Summer,4.4,Yes,Debit Card,Store Pickup,Yes,6.0,Bank Transfer,Quarterly,0
47,Male,Accessories,94.0,Northeast,XL,Spring,4.5,Yes,Venmo,2-Day Shipping,Yes,14.0,PayPal,Fortnightly,0
20,Male,Clothing,41.0,West,M,Spring,4.8,Yes,Venmo,Free Shipping,Yes,34.0,PayPal,Annually,2
63,Male,Clothing,83.0,Midwest,S,Summer,2.9,Yes,PayPal,Free Shipping,Yes,12.0,Cash,Every 3 Months,0
25,Male,Outerwear,22.0,Southwest,M,Spring,3.2,Yes,Debit Card,Next Day Air,Yes,11.0,Bank Transfer,Annually,3
29,Male,Footwear,74.0,Southwest,L,Spring,3.3,Yes,Cash,Free Shipping,Yes,5.0,PayPal,Monthly,0
50,Male,Clothing,90.0,Northeast,M,Winter,4.2,Yes,Venmo,Standard,Yes,25.0,Venmo,Fortnightly,0
18,Male,Clothing,79.0,Northeast,M,Spring,2.9,Yes,Credit Card,Store Pickup,Yes,11.0,Credit Card,Annually,0
70,Male,Footwear,28.0,Midwest,S,Spring,4.6,Yes,Cash,Next Day Air,Yes,27.0,PayPal,Every 3 Months,2
66,Male,Accessories,88.0,West,L,Fall,4.1,Yes,Venmo,Standard,Yes,43.0,Credit Card,Annually,1
28,Male,Clothing,26.0,Southeast,M,Spring,3.1,Yes,Bank Transfer,2-Day Shipping,Yes,18.0,Debit Card,Every 3 Months,3
54,Male,Accessories,27.0,West,L,Winter,4.2,Yes,Bank Transfer,Express,Yes,32.0,Bank Transfer,Bi-Weekly,2
19,Male,Clothing,83.0,West,XL,Fall,4.5,Yes,PayPal,Next Day Air,Yes,27.0,Bank Transfer,Every 3 Months,1
20,Male,Accessories,39.0,Midwest,S,Summer,3.7,Yes,PayPal,Next Day Air,Yes,24.0,Credit Card,Weekly,2
43,Male,Accessories,89.0,Northeast,M,Winter,3.7,Yes,Cash,Free Shipping,Yes,31.0,Debit Card,Quarterly,1
38,Male,Outerwear,68.0,Midwest,L,Winter,3.4,Yes,Debit Card,Next Day Air,Yes,39.0,PayPal,Fortnightly,1
50,Male,Clothing,90.0,Midwest,M,Summer,3.0,Yes,Venmo,Store Pickup,Yes,36.0,Debit Card,Fortnightly,1
64,Male,Clothing,34.0,Midwest,M,Fall,4.2,Yes,Debit Card,Free Shipping,Yes,5.0,Cash,Annually,3
49,Male,Clothing,51.0,Northeast,L,Summer,2.9,Yes,PayPal,Express,Yes,47.0,Credit Card,Bi-Weekly,2
47,Male,Clothing,45.0,West,XL,Winter,3.5,Yes,Credit Card,Free Shipping,Yes,29.0,Bank Transfer,Fortnightly,2
36,Male,Clothing,88.0,Southeast,M,Winter,4.1,Yes,PayPal,Free Shipping,Yes,43.0,Venmo,Bi-Weekly,1
55,Male,Outerwear,85.0,Northeast,L,Summer,4.3,Yes,Credit Card,Store Pickup,Yes,40.0,Debit Card,Every 3 Months,1
25,Male,Accessories,100.0,Southeast,M,Winter,2.8,Yes,Credit Card,2-Day Shipping,Yes,4.0,Debit Card,Monthly,0
53,Male,Accessories,42.0,West,S,Spring,4.9,Yes,Debit Card,2-Day Shipping,Yes,39.0,PayPal,Weekly,2
49,Male,Footwear,53.0,Northeast,L,Summer,3.3,Yes,Cash,Next Day Air,Yes,45.0,Venmo,Fortnightly,2
35,Male,Accessories,86.0,West,XL,Spring,3.2,Yes,Credit Card,Express,Yes,20.0,Venmo,Bi-Weekly,0
29,Male,Clothing,66.0,West,XL,Spring,4.4,Yes,Credit Card,Standard,Yes,14.0,Debit Card,Weekly,0
47,Male,Accessories,100.0,Northeast,M,Winter,4.8,Yes,Venmo,Express,Yes,33.0,PayPal,Weekly,1
53,Male,Accessories,47.0,West,S,Fall,4.2,Yes,Cash,Standard,Yes,18.0,Credit Card,Annually,3
33,Male,Clothing,25.0,Southeast,L,Fall,4.0,Yes,Debit Card,Express,Yes,9.0,Bank Transfer,Weekly,3
21,Male,Accessories,51.0,West,XL,Winter,2.5,Yes,PayPal,Standard,Yes,34.0,PayPal,Annually,2
32,Male,Clothing,41.0,Southeast,M,Summer,3.9,Yes,Cash,Free Shipping,Yes,33.0,Venmo,Fortnightly,2
52,Male,Footwear,73.0,Southwest,L,Winter,4.9,Yes,PayPal,2-Day Shipping,Yes,15.0,Bank Transfer,Bi-Weekly,0
67,Male,Accessories,42.0,Midwest,M,Winter,3.5,Yes,Credit Card,Store Pickup,Yes,4.0,PayPal,Bi-Weekly,3
43,Male,Accessories,20.0,Southeast,M,Spring,4.2,Yes,Debit Card,Free Shipping,Yes,25.0,Debit Card,Annually,2
58,Male,Accessories,30.0,Midwest,XL,Spring,4.7,Yes,Venmo,Express,Yes,20.0,Credit Card,Every 3 Months,3
20,Male,Accessories,53.0,Southeast,M,Summer,4.5,Yes,PayPal,Express,Yes,5.0,Credit Card,Quarterly,3
61,Male,Accessories,74.0,Southeast,S,Spring,2.8,Yes,Venmo,Express,Yes,16.0,Cash,Quarterly,0
32,Male,Clothing,57.0,Southwest,M,Fall,2.9,Yes,Credit Card,Standard,Yes,13.0,Debit Card,Annually,3
38,Male,Accessories,57.0,West,S,Winter,3.2,Yes,Bank Transfer,2-Day Shipping,Yes,11.0,Credit Card,Every 3 Months,3
21,Male,Clothing,77.0,West,L,Winter,4.9,Yes,Cash,Standard,Yes,21.0,Credit Card,Annually,0
37,Male,Clothing,40.0,West,M,Summer,3.7,Yes,Cash,Next Day Air,Yes,6.0,Debit Card,Annually,3
27,Male,Clothing,46.0,Midwest,M,Summer,4.3,Yes,Credit Card,Store Pickup,Yes,29.0,Venmo,Monthly,2
36,Male,Clothing,78.0,West,S,Fall,3.9,Yes,Venmo,Store Pickup,Yes,15.0,Cash,Annually,0
32,Male,Accessories,59.0,Midwest,M,Spring,3.2,Yes,Venmo,2-Day Shipping,Yes,17.0,Bank Transfer,Bi-Weekly,0
51,Male,Accessories,75.0,Southwest,L,Summer,3.1,Yes,Cash,Express,Yes,32.0,Credit Card,Weekly,1
64,Male,Clothing,54.0,Southeast,M,Spring,3.9,Yes,Venmo,2-Day Shipping,Yes,42.0,Venmo,Annually,2
68,Male,Footwear,42.0,Southeast,M,Spring,2.6,Yes,Venmo,Store Pickup,Yes,21.0,Cash,Monthly,3
68,Male,Clothing,44.0,Southeast,M,Winter,3.3,Yes,PayPal,Next Day Air,Yes,9.0,Cash,Bi-Weekly,3
33,Male,Clothing,52.0,Midwest,XL,Fall,4.6,Yes,Debit Card,Free Shipping,Yes,16.0,Bank Transfer,Annually,3
65,Male,Accessories,69.0,Southeast,XL,Summer,4.6,Yes,Credit Card,Express,Yes,42.0,Credit Card,Fortnightly,1
48,Male,Accessories,26.0,West,M,Summer,4.4,Yes,PayPal,2-Day Shipping,Yes,37.0,Debit Card,Bi-Weekly,2
69,Male,Outerwear,33.0,Midwest,S,Spring,4.2,Yes,Cash,Express,Yes,32.0,Debit Card,Quarterly,2
59,Male,Accessories,32.0,Southeast,M,Spring,3.0,Yes,Credit Card,Express,Yes,28.0,Cash,Bi-Weekly,2
48,Male,Accessories,85.0,Southeast,XL,Winter,4.0,Yes,Debit Card,Express,Yes,13.0,Credit Card,Weekly,0
25,Male,Clothing,30.0,Midwest,XL,Fall,3.5,Yes,Debit Card,Express,Yes,11.0,Bank Transfer,Fortnightly,3
29,Male,Clothing,29.000000000000004,Southeast,M,Winter,3.0,Yes,Credit Card,Store Pickup,Yes,36.0,Bank Transfer,Bi-Weekly,2
57,Male,Clothing,95.0,West,M,Spring,3.7,Yes,Bank Transfer,Express,Yes,23.0,Debit Card,Annually,0
23,Male,Footwear,69.0,Southwest,L,Summer,4.0,Yes,Credit Card,Standard,Yes,37.0,Bank Transfer,Monthly,1
45,Male,Footwear,69.0,West,S,Fall,4.2,Yes,Debit Card,2-Day Shipping,Yes,21.0,Cash,Bi-Weekly,0
38,Male,Accessories,61.0,Southwest,XL,Spring,2.5,Yes,Bank Transfer,Standard,Yes,22.0,Debit Card,Bi-Weekly,0
21,Male,Clothing,94.0,Midwest,M,Summer,3.0,Yes,Debit Card,2-Day Shipping,Yes,9.0,Cash,Monthly,0
32,Male,Clothing,30.0,West,S,Fall,3.2,Yes,Debit Card,Next Day Air,Yes,16.0,Venmo,Annually,3
63,Male,Clothing,45.0,Midwest,M,Summer,3.5,Yes,PayPal,Standard,Yes,4.0,PayPal,Quarterly,3
29,Male,Accessories,39.0,Southeast,XL,Summer,4.8,Yes,Credit Card,Express,Yes,3.0,Debit Card,Bi-Weekly,3
27,Male,Accessories,51.0,Midwest,L,Summer,2.6,Yes,Cash,Store Pickup,Yes,6.0,Debit Card,Annually,3
56,Male,Accessories,37.0,Southeast,L,Spring,3.4,Yes,Cash,2-Day Shipping,Yes,18.0,Venmo,Fortnightly,3
30,Male,Clothing,62.0,Southeast,M,Winter,3.7,Yes,Credit Card,2-Day Shipping,Yes,34.0,Venmo,Bi-Weekly,1
49,Male,Outerwear,85.0,Northeast,M,Fall,4.5,Yes,Debit Card,2-Day Shipping,Yes,26.0,Credit Card,Monthly,0
58,Male,Clothing,33.0,West,M,Winter,3.7,Yes,Bank Transfer,Standard,Yes,50.0,PayPal,Weekly,2
57,Male,Clothing,26.0,Southeast,XL,Fall,3.3,Yes,Credit Card,Next Day Air,Yes,40.0,Bank Transfer,Monthly,2
60,Male,Footwear,99.0,West,M,Spring,4.7,Yes,Credit Card,Free Shipping,Yes,24.0,Cash,Quarterly,0
69,Male,Accessories,39.0,Northeast,M,Spring,2.7,Yes,PayPal,Express,Yes,33.0,PayPal,Annually,2
70,Male,Clothing,20.0,Northeast,M,Spring,4.6,Yes,Cash,Store Pickup,Yes,19.0,Credit Card,Every 3 Months,3
53,Male,Accessories,42.0,Southeast,M,Winter,2.7,Yes,Venmo,Store Pickup,Yes,24.0,Credit Card,Quarterly,2
25,Male,Footwear,74.0,Midwest,S,Spring,4.8,Yes,PayPal,2-Day Shipping,Yes,19.0,Credit Card,Weekly,0
48,Male,Footwear,26.0,Southeast,XL,Summer,4.4,Yes,Bank Transfer,Standard,Yes,4.0,Credit Card,Bi-Weekly,3
69,Male,Clothing,53.0,Southeast,M,Winter,4.0,Yes,Cash,Standard,Yes,11.0,Venmo,Every 3 Months,3
25,Male,Footwear,80.0,Northeast,M,Summer,3.2,Yes,Credit Card,Next Day Air,Yes,28.0,PayPal,Fortnightly,1
29,Male,Accessories,98.0,Midwest,M,Spring,4.4,Yes,Cash,Store Pickup,Yes,24.0,PayPal,Weekly,0
46,Male,Clothing,95.0,Northeast,M,Spring,3.8,Yes,Debit Card,Standard,Yes,25.0,Credit Card,Every 3 Months,0
37,Male,Clothing,44.0,Southeast,L,Summer,3.6,Yes,Venmo,Express,Yes,27.0,Bank Transfer,Every 3 Months,2
20,Male,Footwear,60.0,West,M,Summer,3.3,Yes,Cash,Next Day Air,Yes,49.0,Venmo,Weekly,2
40,Male,Clothing,84.0,West,M,Winter,3.4,Yes,Venmo,Next Day Air,Yes,45.0,Credit Card,Bi-Weekly,1
60,Male,Clothing,59.0,West,M,Fall,3.5,Yes,Debit Card,2-Day Shipping,Yes,26.0,PayPal,Annually,2
26,Male,Outerwear,49.0,Midwest,S,Summer,3.6,Yes,Debit Card,Express,Yes,4.0,Cash,Annually,3
29,Male,Accessories,32.0,Southeast,M,Winter,3.2,Yes,Cash,Free Shipping,Yes,3.0,Credit Card,Every 3 Months,3
66,Male,Accessories,29.000000000000004,Southeast,M,Fall,3.7,Yes,Bank Transfer,Standard,Yes,45.0,Venmo,Bi-Weekly,2
66,Male,Clothing,22.0,Midwest,M,Spring,4.5,Yes,Bank Transfer,Standard,Yes,21.0,Cash,Fortnightly,3
56,Male,Clothing,85.0,West,M,Winter,4.6,Yes,Debit Card,Standard,Yes,50.0,Cash,Fortnightly,1
69,Male,Clothing,52.0,Northeast,L,Winter,4.1,Yes,Debit Card,Store Pickup,Yes,19.0,Bank Transfer,Monthly,3
38,Male,Clothing,89.0,Northeast,L,Spring,3.4,Yes,Bank Transfer,Next Day Air,Yes,6.0,PayPal,Annually,0
42,Male,Clothing,77.0,Northeast,M,Spring,3.7,Yes,PayPal,Express,Yes,50.0,Credit Card,Every 3 Months,1
30,Male,Clothing,24.0,Northeast,M,Summer,3.3,Yes,PayPal,Store Pickup,Yes,17.0,Debit Card,Every 3 Months,3
66,Male,Accessories,24.0,Midwest,XL,Spring,4.5,Yes,Venmo,Express,Yes,24.0,Debit Card,Annually,2
36,Male,Accessories,22.0,West,M,Fall,3.3,Yes,Bank Transfer,Free Shipping,Yes,46.0,Venmo,Monthly,2
58,Male,Clothing,82.0,Southeast,L,Fall,4.3,Yes,Bank Transfer,Standard,Yes,42.0,Cash,Every 3 Months,1
45,Male,Accessories,67.0,Midwest,M,Winter,2.5,Yes,PayPal,Standard,Yes,10.0,Cash,Annually,0
47,Male,Clothing,74.0,Northeast,XL,Spring,2.6,Yes,Venmo,Standard,Yes,1.0,Cash,Every 3 Months,0
66,Male,Accessories,72.0,Midwest,L,Summer,4.9,Yes,PayPal,Standard,Yes,28.0,Debit Card,Quarterly,1
41,Male,Footwear,36.0,Northeast,L,Summer,4.7,Yes,Credit Card,Free Shipping,Yes,48.0,Debit Card,Quarterly,2
41,Male,Accessories,95.0,Southeast,S,Winter,3.0,Yes,Credit Card,Standard,Yes,47.0,Credit Card,Monthly,1
66,Male,Clothing,78.0,Southeast,M,Winter,3.5,Yes,Venmo,Next Day Air,Yes,29.0,PayPal,Bi-Weekly,1
37,Male,Clothing,82.0,West,M,Summer,4.8,Yes,Credit Card,Standard,Yes,37.0,Venmo,Quarterly,1
70,Male,Clothing,70.0,Northeast,M,Winter,4.3,Yes,Debit Card,Free Shipping,Yes,38.0,Debit Card,Annually,1
62,Male,Accessories,41.0,Northeast,M,Fall,3.2,Yes,Cash,Store Pickup,Yes,48.0,Bank Transfer,Weekly,2
61,Male,Outerwear,42.0,Midwest,M,Summer,3.1,Yes,PayPal,Free Shipping,Yes,36.0,PayPal,Weekly,2
48,Male,Outerwear,50.0,Southeast,M,Fall,2.8,Yes,Debit Card,Free Shipping,Yes,9.0,Credit Card,Weekly,3
70,Male,Clothing,31.000000000000004,West,S,Summer,2.9,Yes,Debit Card,2-Day Shipping,Yes,34.0,Bank Transfer,Monthly,2
46,Male,Clothing,51.0,Midwest,M,Winter,3.7,Yes,Bank Transfer,Express,Yes,43.0,Venmo,Bi-Weekly,2
31,Male,Clothing,98.0,Southeast,L,Fall,3.3,Yes,Credit Card,Store Pickup,Yes,46.0,PayPal,Quarterly,1
19,Male,Clothing,86.0,Northeast,M,Winter,2.8,Yes,Cash,2-Day Shipping,Yes,5.0,Credit Card,Monthly,0
39,Male,Clothing,64.0,West,M,Winter,4.5,Yes,Cash,Standard,Yes,15.0,Bank Transfer,Bi-Weekly,0
41,Male,Clothing,46.0,Midwest,M,Fall,2.6,Yes,PayPal,Next Day Air,Yes,30.0,Credit Card,Annually,2
20,Male,Clothing,85.0,West,L,Spring,3.7,Yes,Cash,Standard,Yes,44.0,Venmo,Every 3 Months,1
36,Male,Accessories,81.0,Northeast,S,Fall,4.4,Yes,Debit Card,Express,Yes,16.0,PayPal,Annually,0
32,Male,Clothing,59.0,West,M,Winter,4.3,Yes,Cash,2-Day Shipping,Yes,16.0,Bank Transfer,Annually,0
69,Male,Clothing,79.0,Northeast,M,Winter,3.5,Yes,Venmo,Express,Yes,16.0,Cash,Weekly,0
40,Male,Clothing,33.0,Northeast,M,Spring,3.8,Yes,Credit Card,2-Day Shipping,Yes,21.0,Credit Card,Every 3 Months,3
40,Male,Clothing,47.0,Northeast,L,Summer,3.5,Yes,Cash,Express,Yes,39.0,Venmo,Every 3 Months,2
20,Male,Accessories,20.0,West,S,Summer,4.6,Yes,Credit Card,Store Pickup,Yes,40.0,Debit Card,Bi-Weekly,2
64,Male,Outerwear,36.0,Southeast,M,Spring,2.6,Yes,Bank Transfer,Next Day Air,Yes,48.0,Credit Card,Every 3 Months,2
27,Male,Footwear,39.0,Midwest,M,Summer,4.4,Yes,Cash,Next Day Air,Yes,26.0,Venmo,Monthly,2
24,Male,Clothing,71.0,Southeast,M,Winter,4.0,Yes,PayPal,Standard,Yes,46.0,Debit Card,Monthly,1
48,Male,Footwear,59.0,West,S,Winter,4.4,Yes,Cash,Next Day Air,Yes,27.0,Bank Transfer,Annually,2
49,Male,Clothing,50.0,West,L,Spring,4.7,Yes,Credit Card,Next Day Air,Yes,5.0,Cash,Weekly,3
36,Male,Footwear,41.0,West,L,Fall,3.9,Yes,Credit Card,Store Pickup,Yes,43.0,PayPal,Fortnightly,2
56,Male,Clothing,59.0,Southeast,M,Fall,2.7,Yes,Bank Transfer,Free Shipping,Yes,17.0,PayPal,Fortnightly,0
37,Male,Accessories,87.0,West,M,Winter,3.7,Yes,Cash,2-Day Shipping,Yes,3.0,Bank Transfer,Bi-Weekly,0
42,Male,Clothing,68.0,Southeast,M,Spring,2.6,Yes,Venmo,2-Day Shipping,Yes,47.0,Bank Transfer,Fortnightly,1
28,Male,Clothing,90.0,Northeast,M,Winter,3.9,Yes,Cash,Standard,Yes,24.0,Debit Card,Bi-Weekly,0
27,Male,Clothing,71.0,Southwest,XL,Fall,4.9,Yes,Venmo,Next Day Air,Yes,12.0,Cash,Every 3 Months,0
63,Male,Footwear,64.0,Midwest,L,Fall,4.1,Yes,Credit Card,Store Pickup,Yes,35.0,Debit Card,Monthly,1
58,Male,Accessories,76.0,Northeast,S,Fall,3.0,Yes,PayPal,Free Shipping,Yes,42.0,Venmo,Weekly,1
37,Male,Accessories,42.0,West,XL,Fall,4.1,Yes,Credit Card,2-Day Shipping,Yes,1.0,PayPal,Every 3 Months,3
56,Male,Clothing,80.0,West,L,Spring,3.8,Yes,Debit Card,Standard,Yes,27.0,Cash,Weekly,1
18,Male,Accessories,56.0,Southwest,M,Spring,4.0,Yes,Bank Transfer,Standard,Yes,16.0,Credit Card,Bi-Weekly,3
48,Male,Accessories,25.0,Midwest,XL,Summer,3.6,Yes,Debit Card,Express,Yes,36.0,Credit Card,Every 3 Months,2
31,Male,Footwear,74.0,Southeast,M,Winter,3.0,Yes,Debit Card,Store Pickup,Yes,30.0,Credit Card,Every 3 Months,1
51,Male,Clothing,30.0,Northeast,M,Summer,3.0,Yes,Bank Transfer,Standard,Yes,18.0,Debit Card,Fortnightly,3
65,Male,Clothing,96.0,West,M,Spring,2.6,Yes,Bank Transfer,Free Shipping,Yes,45.0,Cash,Annually,1
53,Male,Footwear,64.0,Southwest,M,Fall,3.4,Yes,Cash,Free Shipping,Yes,1.0,Venmo,Fortnightly,0
55,Male,Clothing,88.0,Southeast,L,Winter,3.1,Yes,Cash,Free Shipping,Yes,42.0,Bank Transfer,Fortnightly,1
62,Male,Footwear,88.0,Midwest,L,Summer,3.0,Yes,Debit Card,Free Shipping,Yes,7.0,Venmo,Every 3 Months,0
55,Male,Accessories,88.0,Southeast,XL,Summer,3.7,Yes,PayPal,Standard,Yes,50.0,PayPal,Quarterly,1
64,Male,Clothing,36.0,Midwest,M,Spring,3.5,Yes,Bank Transfer,Store Pickup,Yes,37.0,Venmo,Fortnightly,2
52,Male,Clothing,40.0,Southeast,XL,Spring,2.8,Yes,Credit Card,Store Pickup,Yes,18.0,Bank Transfer,Monthly,3
24,Male,Accessories,39.0,Southwest,M,Spring,4.5,Yes,Venmo,Standard,Yes,29.0,Cash,Monthly,2
38,Male,Accessories,40.0,Midwest,M,Summer,3.3,Yes,Cash,Store Pickup,Yes,45.0,PayPal,Quarterly,2
59,Male,Accessories,34.0,West,M,Winter,3.4,Yes,Credit Card,Express,Yes,13.0,PayPal,Weekly,3
27,Male,Footwear,83.0,Southeast,S,Winter,3.2,Yes,Bank Transfer,2-Day Shipping,Yes,47.0,PayPal,Monthly,1
24,Male,Clothing,85.0,Northeast,L,Summer,3.7,Yes,Credit Card,Standard,Yes,7.0,Debit Card,Weekly,0
23,Male,Outerwear,27.0,Midwest,L,Summer,4.6,Yes,Bank Transfer,Express,Yes,11.0,Venmo,Bi-Weekly,3
69,Male,Accessories,78.0,Midwest,S,Spring,5.0,Yes,Bank Transfer,Store Pickup,Yes,39.0,Bank Transfer,Monthly,1
59,Male,Accessories,32.0,Southwest,M,Summer,4.4,Yes,Debit Card,Standard,Yes,6.0,Debit Card,Quarterly,3
51,Male,Footwear,51.0,Southeast,S,Fall,4.9,Yes,PayPal,Express,Yes,2.0,Venmo,Bi-Weekly,3
63,Male,Accessories,32.0,Northeast,M,Spring,4.1,Yes,Debit Card,Standard,Yes,39.0,Credit Card,Every 3 Months,2
54,Male,Clothing,62.0,West,L,Winter,4.9,Yes,Cash,Next Day Air,Yes,23.0,Credit Card,Monthly,0
32,Male,Clothing,29.000000000000004,West,S,Fall,4.7,Yes,Debit Card,2-Day Shipping,Yes,46.0,Debit Card,Bi-Weekly,2
39,Male,Accessories,69.0,Northeast,XL,Fall,3.0,Yes,PayPal,Store Pickup,Yes,19.0,Bank Transfer,Weekly,0
66,Male,Accessories,25.0,Northeast,L,Winter,3.4,Yes,Debit Card,Store Pickup,Yes,3.0,Credit Card,Every 3 Months,3
28,Male,Clothing,76.0,West,M,Winter,3.2,Yes,PayPal,Store Pickup,Yes,47.0,PayPal,Quarterly,1
50,Male,Accessories,77.0,Southeast,S,Fall,2.9,Yes,Credit Card,Standard,Yes,6.0,PayPal,Quarterly,0
70,Male,Clothing,33.0,West,M,Fall,4.5,Yes,Credit Card,2-Day Shipping,Yes,6.0,Venmo,Annually,3
67,Male,Clothing,93.0,Southeast,S,Fall,2.7,Yes,Credit Card,Next Day Air,Yes,12.0,Credit Card,Bi-Weekly,0
64,Male,Accessories,39.0,Southwest,L,Spring,3.4,Yes,Cash,Express,Yes,40.0,PayPal,Quarterly,2
45,Male,Outerwear,93.0,Southeast,L,Summer,4.6,Yes,Cash,Store Pickup,Yes,38.0,PayPal,Fortnightly,1
22,Male,Accessories,82.0,West,M,Summer,2.7,Yes,Credit Card,Store Pickup,Yes,10.0,PayPal,Quarterly,0
27,Male,Footwear,42.0,Southeast,L,Spring,4.2,Yes,Venmo,Standard,Yes,28.0,Bank Transfer,Monthly,2
25,Male,Accessories,71.0,Midwest,M,Winter,3.2,Yes,Debit Card,2-Day Shipping,Yes,19.0,PayPal,Annually,0
37,Male,Clothing,86.0,Midwest,L,Spring,4.8,Yes,Cash,Standard,Yes,25.0,Cash,Fortnightly,0
26,Male,Clothing,82.0,West,XL,Spring,3.3,Yes,PayPal,Next Day Air,Yes,38.0,Credit Card,Annually,1
33,Male,Footwear,65.0,Northeast,L,Fall,4.2,Yes,Credit Card,Standard,Yes,6.0,PayPal,Fortnightly,0
43,Male,Accessories,29.000000000000004,Midwest,M,Spring,4.8,Yes,PayPal,Store Pickup,Yes,7.0,Debit Card,Bi-Weekly,3
37,Male,Footwear,65.0,Northeast,L,Winter,4.9,Yes,Cash,Store Pickup,Yes,2.0,PayPal,Annually,0
46,Male,Clothing,88.0,Southeast,S,Fall,3.9,Yes,Bank Transfer,Standard,Yes,24.0,Bank Transfer,Annually,0
22,Male,Accessories,46.0,Southeast,M,Fall,3.0,Yes,Venmo,Free Shipping,Yes,26.0,Cash,Annually,2
20,Male,Footwear,67.0,West,S,Winter,4.6,Yes,PayPal,Free Shipping,Yes,25.0,Debit Card,Every 3 Months,0
60,Male,Accessories,35.0,West,L,Fall,3.5,Yes,Credit Card,2-Day Shipping,Yes,10.0,Debit Card,Monthly,3
39,Male,Footwear,66.0,West,M,Winter,4.8,Yes,Venmo,Free Shipping,Yes,14.0,PayPal,Fortnightly,0
43,Male,Clothing,91.0,Southwest,L,Fall,4.8,Yes,Bank Transfer,Standard,Yes,21.0,Cash,Quarterly,0
31,Male,Accessories,78.0,West,L,Fall,3.0,Yes,PayPal,Express,Yes,26.0,PayPal,Monthly,0
19,Male,Footwear,45.0,West,M,Winter,4.5,Yes,Credit Card,Next Day Air,Yes,12.0,Bank Transfer,Annually,3
35,Male,Clothing,93.0,Southeast,M,Spring,4.8,Yes,Credit Card,Store Pickup,Yes,11.0,Credit Card,Monthly,0
41,Male,Clothing,74.0,Southeast,S,Summer,3.8,Yes,Debit Card,Standard,Yes,15.0,Cash,Annually,0
52,Male,Accessories,55.0,Southeast,M,Spring,4.6,Yes,Debit Card,Express,Yes,13.0,Cash,Monthly,3
45,Male,Clothing,76.0,Southeast,XL,Spring,3.1,Yes,Debit Card,Next Day Air,Yes,5.0,Credit Card,Bi-Weekly,0
34,Male,Footwear,66.0,Southeast,L,Spring,3.4,Yes,Credit Card,Express,Yes,36.0,Cash,Fortnightly,1
35,Male,Clothing,51.0,Midwest,M,Winter,3.3,Yes,Debit Card,2-Day Shipping,Yes,32.0,Bank Transfer,Monthly,2
29,Male,Clothing,26.0,Southeast,L,Spring,4.8,Yes,Debit Card,2-Day Shipping,Yes,1.0,Credit Card,Quarterly,3
59,Male,Clothing,29.000000000000004,Midwest,M,Summer,2.8,Yes,Cash,Express,Yes,15.0,PayPal,Annually,3
24,Male,Outerwear,74.0,Northeast,M,Summer,3.1,Yes,Venmo,Store Pickup,Yes,3.0,Bank Transfer,Weekly,0
70,Male,Accessories,99.0,West,S,Summer,4.6,Yes,Debit Card,Free Shipping,Yes,48.0,Cash,Monthly,1
29,Male,Accessories,88.0,West,L,Winter,2.6,Yes,Bank Transfer,Store Pickup,Yes,30.0,Debit Card,Weekly,1
67,Male,Outerwear,31.000000000000004,Northeast,M,Winter,2.6,Yes,Venmo,Express,Yes,40.0,Bank Transfer,Monthly,2
36,Male,Accessories,55.0,West,L,Spring,3.8,Yes,Bank Transfer,Free Shipping,Yes,24.0,Bank Transfer,Fortnightly,2
23,Male,Footwear,81.0,Southeast,L,Fall,4.5,Yes,PayPal,Free Shipping,Yes,48.0,Debit Card,Quarterly,1
18,Male,Clothing,73.0,Midwest,L,Spring,3.0,Yes,Cash,Standard,Yes,27.0,Venmo,Bi-Weekly,1
